City,State,Mean,Median,Stdev
Mexico,MO,60229.0,56905.0,36826.0
Mexico,NY,65725.0,53720.0,52306.0
Miami,AZ,45393.0,38206.0,43960.0
Miami,FL,61431.583333333336,70615.475,46637.041666666664
Miami,MO,48340.0,300000.0,23847.0
Miami,OK,32534.0,21399.0,33177.0
Miami,WV,52334.0,47172.0,34295.0
Miami Bach,FL,108014.0,94532.0,81576.0
Miami Beach,FL,67722.66666666667,79694.66666666667,47879.833333333336
Miami Gardens,FL,55673.4,45177.6,45079.6
Miami Lakes,FL,49493.0,44112.0,36957.0
Miami Shores,FL,82413.0,73408.0,54423.0
Miami Springs,FL,54411.333333333336,41268.333333333336,46448.666666666664
Miamisburg,OH,74108.66666666667,65724.33333333333,46388.333333333336
Miamitown,OH,92776.0,73917.0,56916.0
Michie,TN,40935.0,29450.0,36343.0
Michigan City,IN,56124.88888888889,45859.22222222222,43948.444444444445
Michigantown,IN,50185.5,45480.0,31464.5
Mickleton,NJ,121251.0,112554.0,69679.0
Middle Amana,IA,80243.0,300000.0,51664.0
Middle Granville,NY,54007.0,45099.0,39513.0
Middle Island,NY,82828.0,64995.5,58399.5
Middle Village,NY,78277.75,125723.75,54054.0
Middleborough,MA,80881.0,72818.0,46863.0
Middleburg,FL,65549.0,174972.0,38297.0
Middleburg,PA,44325.0,38039.0,26549.0
Middleburg Heights,OH,54810.0,44787.0,42249.0
Middleburgh,NY,65749.0,60468.0,33363.0
Middlebury,CT,87933.5,68619.5,61271.5
Middlebury,IN,71053.0,62059.0,45468.0
Middlebury,VT,61620.0,55313.0,34437.0
Middlefield,CT,98817.0,87504.0,70870.0
Middlefield,OH,53457.0,42852.0,38252.0
Middlesboro,KY,43293.0,27345.5,43350.0
Middlesex,NC,26531.0,23721.0,19994.0
Middleton,MA,99395.0,75285.0,69485.0
Middleton,WI,68854.0,300000.0,53782.0
Middletown,CT,71423.0,66684.5,47546.25
Middletown,DE,102971.0,87239.0,65127.0
Middletown,MD,79729.0,56218.0,62662.0
Middletown,NY,72784.0,65066.6,53200.6
Middletown,OH,42924.125,33542.0,30078.5
Middletown,PA,48316.5,41582.5,33019.75
Middletown,RI,76219.66666666667,63863.666666666664,53161.666666666664
Middletown Springs,VT,63439.0,53926.0,45190.0
Midfield,AL,30586.0,27480.0,24560.0
Midland,MI,62101.0,84731.0,50545.71428571428
Midland,PA,51461.5,40209.5,42165.0
Midland,TX,87921.69230769231,137734.76923076922,62506.92307692308
Midland City,AL,42703.0,33772.0,31328.0
Midland Park,NJ,85092.0,63895.0,66537.0
Midlothian,IL,58285.0,48725.0,39184.0
Midlothian,TX,80497.75,132270.25,47022.5
Midlothian,VA,118386.6,187875.4,70129.0
Midvale,UT,64572.333333333336,56697.333333333336,42187.666666666664
Midway,KY,60456.0,53851.0,41865.0
Midway City,CA,74240.0,59181.0,56407.0
Midwest City,OK,50589.666666666664,45199.0,35978.666666666664
Mifflinburg,PA,40569.0,30106.0,31283.0
Milaca,MN,69527.5,61695.0,45483.0
Milan,IL,45833.0,30938.0,45067.0
Milan,MI,69398.5,182742.5,23701.5
Milan,NM,38374.0,28900.0,27825.0
Milan,OH,81178.0,300000.0,56081.0
Milan,TN,55563.666666666664,209723.33333333334,23564.666666666668
Milbank,SD,64587.0,56064.0,47744.0
Miles,IA,56661.0,50608.5,37745.5
Miles City,MT,51740.0,39482.0,40415.5
Milford,CT,111142.0,165094.0,71772.4
Milford,DE,68475.5,56810.0,52303.0
Milford,IN,63352.0,60798.0,40687.0
Milford,MA,74948.33333333333,63325.0,58228.666666666664
Milford,MI,71972.0,51838.0,55521.0
Milford,NE,61275.0,49452.0,53530.5
Milford,OH,113953.8,180203.4,56659.0
Milford,TX,59457.0,48965.0,39944.0
Milford,UT,76943.5,67701.0,48826.0
Milford,VA,70300.5,59306.5,47866.0
Milford Center,OH,73622.0,65253.0,46006.0
Mililani,HI,102712.5,95787.5,57523.0
Mill City,OR,41720.0,32715.0,31238.0
Mill Creek,OK,38168.0,28471.5,35802.0
Mill Creek,PA,41961.0,28024.0,33503.0
Mill Creek,WA,87960.0,178148.5,59850.5
Mill Creek,WV,33617.0,29333.0,20184.0
Mill Hall,PA,66123.0,53265.0,50702.0
Mill Spring,NC,60027.0,45843.0,54528.0
Mill Valley,CA,108020.0,86508.5,78813.5
Millbrae,CA,107565.0,83178.0,75649.5
Millbrook,AL,57221.0,48383.0,41222.0
Millbrook,NY,89591.0,74584.0,69880.0
Millburn,NJ,124954.0,300000.0,75313.0
Millbury,MA,75455.0,56087.5,58106.5
Millbury,OH,62016.0,46559.0,55503.0
Milledgeville,GA,50398.75,46119.25,40963.25
Milledgeville,IL,64439.0,300000.0,44342.0
Millen,GA,41475.666666666664,115043.33333333333,31284.333333333332
Miller Place,NY,119979.5,115485.0,77793.0
Millersburg,PA,68347.0,57563.0,49291.0
Millersport,OH,73327.0,46918.0,68668.0
Millersville,MD,138100.33333333334,237010.33333333334,71352.66666666667
Millersville,PA,69907.0,60694.0,52446.0
Milligan,NE,90124.0,77502.0,56482.0
Millington,MD,92083.0,72609.0,59738.0
Millington,MI,50008.0,40942.0,33270.0
Millington,NJ,123103.0,106279.0,77248.0
Millington,TN,76974.5,181944.5,50473.0
Millport,AL,44572.0,34725.0,36562.0
Millry,AL,48623.0,40342.0,41443.0
Mills River,NC,70574.0,58086.5,51776.0
Millsboro,DE,57787.75,55221.25,44294.5
Milltown,IN,47364.0,34537.0,41551.0
Milltown,NJ,91477.5,200457.5,61748.0
Millville,NJ,66666.0,50837.0,53578.333333333336
Millville,PA,59229.333333333336,44053.333333333336,49471.333333333336
Milnor,ND,58367.0,52194.0,38525.5
Milpitas,CA,119131.6,122828.2,72226.6
Milroy,MN,58991.0,47157.0,47494.5
Milton,DE,0.0,0.0,0.0
Milton,FL,57852.166666666664,49662.0,41346.833333333336
Milton,GA,138867.0,300000.0,80282.0
Milton,KY,58454.0,52763.0,37451.0
Milton,LA,107765.0,98333.0,72200.0
Milton,MA,132958.5,300000.0,77099.0
Milton,NH,52933.0,51834.0,33600.0
Milton,PA,73243.0,70576.0,47206.0
Milton,VT,85213.0,300000.0,46491.0
Milton,WA,64984.0,56684.0,46897.0
Milton,WI,57990.0,50120.0,39770.0
Milton-freewater,OR,33800.5,28787.5,29836.5
Miltonvale,KS,17668.0,9910.0,21236.0
Milwaukee,WI,50052.50617283951,61747.01234567901,39003.20987654321
Milwaukie,OR,73378.0,67493.5,50147.5
Mims,FL,63188.666666666664,52109.333333333336,45367.666666666664
Minden,LA,33500.0,20821.0,33402.5
Minden,NE,44559.5,44688.5,28065.0
Minden,NV,76247.0,186914.5,54052.5
Mine Hill,NJ,85460.0,89680.5,51392.0
Mineola,NY,104235.0,233624.66666666666,58629.666666666664
Mineola,TX,67294.0,51864.0,48304.0
Mineral,VA,75611.0,66155.5,56651.0
Mineral Point,WI,72307.0,65752.0,45145.0
Mineral Springs,AR,64750.0,48474.0,52768.0
Mineral Wells,TX,34923.5,31444.5,25020.0
Mineral Wells,WV,69946.0,63036.0,43457.0
Minersville,PA,68369.33333333333,58677.333333333336,49559.333333333336
Minerva,OH,52662.0,45883.5,34117.5
Minford,OH,39605.0,33049.0,27234.0
Mingo,IA,47531.0,35901.0,38549.0
Minier,IL,61738.0,51078.0,44500.0
Minneapolis,MN,71931.6603773585,93715.71698113208,50253.77358490566
Minnetonka,MN,120690.4,151228.8,74502.4
Minnetrista,MN,138355.0,300000.0,80775.0
Minocqua,WI,61942.5,180127.0,42314.5
Minong,WI,44873.0,38606.0,32428.0
Minonk,IL,73578.0,68865.0,40036.0
Minooka,IL,111375.0,300000.0,52407.0
Minot,ND,58356.75,106335.0,45189.75
Minot Afb,ND,41145.0,38518.0,19174.0
Minotola,NJ,59274.5,46836.5,48180.0
Minster,OH,75358.0,68473.0,49283.0
Mint Hill,NC,66057.0,50859.0,62452.0
Minturn,CO,95599.0,169869.5,34506.5
Mio,MI,36893.0,26722.0,31246.0
Miramar,FL,82926.75,96233.125,46839.375
Mishawaka,IN,60252.4,52253.0,40808.8
Mishicot,WI,67732.5,54521.5,51122.5
Mission,SD,37136.0,33330.0,30817.0
Mission,TX,38123.083333333336,28180.333333333332,33603.083333333336
Mission Hills,CA,84635.0,300000.0,45923.0
Mission Viejo,CA,128766.0,187964.8,64923.0
Missoula,MT,54189.333333333336,66112.77777777778,46754.22222222222
Missouri City,MO,88393.0,76350.0,57810.0
Missouri City,TX,94731.5,84875.0,57840.0
Mitchell,IN,36716.0,20754.0,38643.0
Mitchell,SD,76106.0,187867.0,53563.5
Mitchells,VA,90157.0,81408.0,60569.0
Mitchellville,MD,116790.0,116168.0,63100.5
Mize,MS,50235.0,29626.0,53396.0
Moab,UT,47836.0,39833.0,35874.0
Moberly,MO,33802.0,30452.0,26972.0
Mobile,AL,51464.96666666667,57038.03333333333,43049.833333333336
Mobridge,SD,53131.0,41848.0,43541.0
Moca,PR,20337.0,13727.0,18328.0
Mocksville,NC,47694.0,39297.0,34780.0
Modesto,CA,58324.90476190476,105321.47619047618,41283.57142857143
Mogadore,OH,58301.0,51878.0,46148.0
Mohave Valley,AZ,44820.5,49249.0,35789.5
Mohawk,NY,42490.0,36297.0,33079.0
Mokena,IL,100967.0,97091.0,55937.5
Molalla,OR,74394.0,300000.0,54983.0
Moline,IL,64750.5,55948.0,52748.0
Momence,IL,69186.0,300000.0,33503.0
Monaca,PA,62537.5,50520.0,50631.0
Monahans,TX,65499.0,51862.0,45376.0
Moncks Corner,SC,49006.666666666664,44102.0,34981.333333333336
Monclova,OH,74533.0,58455.0,60922.0
Moncure,NC,57436.5,165735.5,46106.5
Mondamin,IA,21702.0,17702.0,14128.0
Mondovi,WI,102051.0,88998.0,58994.0
Monee,IL,74922.5,300000.0,36821.0
Monessen,PA,49102.0,40611.333333333336,37023.666666666664
Monett,MO,34859.0,25100.0,25439.0
Monette,AR,49473.0,38434.0,38360.0
Monmouth,IL,51173.0,36554.0,48788.0
Monmouth,ME,64469.0,59256.0,51882.0
Monmouth,OR,82678.0,300000.0,60192.0
Monon,IN,44863.0,36794.0,37531.0
Monona,IA,58906.0,34304.0,61801.0
Monongahela,PA,61526.0,44474.0,56130.0
Monroe,CT,140361.0,146463.5,87332.0
Monroe,GA,54562.666666666664,45541.666666666664,43578.666666666664
Monroe,IA,58626.0,47708.25,41773.25
Monroe,IN,66969.0,56102.0,50250.0
Monroe,LA,40518.416666666664,32956.5,31342.25
Monroe,MI,62084.444444444445,106643.0,42380.88888888889
Monroe,NC,63844.875,80109.375,45806.5
Monroe,NY,88621.4,189302.6,57938.6
Monroe,OH,82565.0,300000.0,45572.0
Monroe,OK,37658.0,26139.0,35011.0
Monroe,UT,55197.5,49584.0,40432.0
Monroe,VA,57130.0,53375.0,36987.0
Monroe,WA,77355.5,68966.0,49596.0
Monroe,WI,68920.0,300000.0,44534.0
Monroe City,MO,44807.0,30300.0,45892.0
Monroe Township,NJ,103569.5,169073.0,61578.0
Monroeville,AL,65025.0,48748.0,51291.0
Monroeville,IN,53734.5,47989.5,32239.5
Monroeville,NJ,85066.0,76035.0,52639.0
Monroeville,PA,64480.5,62471.5,50810.0
Monrovia,CA,75942.25,183853.5,57343.5
Monrovia,MD,135358.0,300000.0,58188.0
Monsey,NY,81902.5,66653.5,59657.0
Mont Belvieu,TX,118174.0,202521.0,73069.5
Montague,CA,51585.0,39354.0,46713.0
Montague,MI,27885.5,23769.0,22360.0
Montauk,NY,85303.0,73646.0,64989.0
Montclair,CA,57209.666666666664,49290.0,43150.666666666664
Montclair,NJ,101554.5,127098.5,70787.75
Monte Rio,CA,51503.0,300000.0,42092.0
Monteagle,TN,54378.0,53032.0,35430.0
Montebello,CA,53451.666666666664,41196.333333333336,43475.666666666664
Montello,WI,56154.0,49681.0,37132.0
Monterey,CA,59392.0,49617.333333333336,49832.666666666664
Monterey,LA,53512.0,28415.0,50928.0
Monterey,TN,42991.0,30526.0,39356.0
Monterey Park,CA,75413.16666666667,99031.0,57627.666666666664
Montevallo,AL,67471.0,61618.0,58096.0
Montezuma,GA,21707.0,17964.0,16125.0
Montezuma Creek,UT,47557.0,30059.0,51766.0
Montgmomery,AL,41365.0,38246.5,30608.0
Montgomery,AL,56275.04761904762,91560.57142857143,40846.19047619047
Montgomery,IL,82441.5,182826.5,47715.0
Montgomery,MN,58399.0,52842.0,34253.0
Montgomery,NY,75155.0,66033.0,58925.0
Montgomery,TX,82554.0,60795.5,69072.0
Monticello,AR,49946.0,27699.0,60099.0
Monticello,FL,69011.0,40557.0,59874.0
Monticello,GA,52554.5,42233.0,42416.5
Monticello,IA,69202.0,62422.0,43343.0
Monticello,IN,70270.5,184045.0,46178.0
Monticello,KY,41682.0,34064.0,29735.333333333332
Monticello,MN,97228.0,94395.0,46445.0
Monticello,MS,44583.0,33371.333333333336,43640.333333333336
Monticello,NY,75537.33333333333,68630.66666666667,46937.0
Monticello,UT,62398.0,54007.0,46957.0
Montour Falls,NY,57284.0,39504.0,46055.0
Montoursville,PA,66102.0,54476.0,46844.0
Montpelier,ID,52532.0,168172.0,27711.0
Montpelier,ND,45792.0,60571.0,31828.0
Montpelier,OH,40104.0,32891.5,30974.5
Montpelier,VA,104461.0,300000.0,67444.0
Montpelier,VT,65497.0,61573.0,38539.0
Montrose,CO,48055.333333333336,36960.333333333336,38857.0
Montrose,MI,55985.5,47341.0,40575.5
Montrose,PA,53257.5,38645.0,44789.0
Montvale,VA,72546.0,300000.0,58041.0
Monument,CO,137560.0,300000.0,65916.0
Monument Valley,UT,38551.0,23676.0,38810.0
Moodus,CT,109105.0,89191.0,73157.0
Moody,AL,54442.5,166471.0,41245.5
Moody,TX,51747.0,46321.0,36778.0
Mooers,NY,53593.0,42147.0,40579.0
Moon Township,PA,60396.0,47686.0,49649.0
Moorcroft,WY,68007.0,61220.0,39171.0
Moore,OK,70945.6,151278.0,50150.2
Moore,SC,91899.0,300000.0,54614.0
Mooreland,OK,82139.0,61147.0,62345.0
Mooresburg,TN,48988.0,33338.0,46768.0
Moorestown,NJ,129973.0,122357.5,77388.0
Mooresville,IN,58048.0,54847.0,42596.0
Mooresville,NC,89245.0,78923.66666666667,58367.666666666664
Moorhead,MN,60101.8,49048.8,48913.6
Moorpark,CA,125805.66666666667,180152.66666666666,62795.666666666664
Moose Lake,MN,61569.5,55934.5,46271.5
Moose Pass,AK,89805.0,75180.0,67992.0
Moosic,PA,48573.0,300000.0,34413.0
Moosup,CT,67489.0,55454.0,51487.0
Moraga,CA,171929.0,189167.0,76402.0
Moran,KS,34857.0,22709.0,35175.0
Moravia,NY,62657.0,52715.0,42491.0
Moravian Falls,NC,73987.0,49131.0,73613.0
Morehead,KY,78653.0,62003.0,58212.0
Morehead City,NC,58899.0,47187.5,47361.5
Moreland,GA,62715.0,52763.0,44783.0
Morenci,AZ,76501.0,71850.0,40733.0
Morenci,MI,50383.0,44728.0,34726.0
Moreno Valley,CA,60341.642857142855,83446.42857142857,42165.71428571428
Morgaantown,WV,77570.5,179147.0,58289.5
Morgan,MN,76387.0,64295.0,54684.0
Morgan,TX,47763.0,36059.0,43390.0
Morgan City,LA,57901.333333333336,126886.33333333333,49713.666666666664
Morgan Hill,CA,95157.75,128291.0,67094.5
Morganfield,KY,64619.0,49689.0,49602.5
Morganton,GA,57816.0,55045.0,40405.0
Morganton,NC,49350.28571428572,42600.0,34173.142857142855
Morgantown,KY,39093.0,27606.5,35900.5
Morgantown,WV,60325.818181818184,47468.454545454544,49705.36363636364
Morganville,NJ,127256.5,210782.0,77155.0
Moriarty,NM,73265.0,121067.25,53213.25
Morning Sun,IA,62736.0,47936.0,48810.0
Morning View,KY,61517.0,54966.0,44366.0
Morovis,PR,22249.5,16397.0,20520.0
Morrill,NE,63341.0,58695.0,39424.0
Morrilton,AR,53027.333333333336,37116.666666666664,50820.333333333336
Morris,CT,96296.0,80550.0,67905.0
Morris,IL,72476.0,66257.0,46994.0
Morris,MN,62685.5,49075.0,51346.0
Morris,NY,50009.0,38752.0,39457.0
Morris Plains,NJ,110019.0,88486.0,74940.0
Morrisdale,PA,38357.0,300000.0,32444.0
Morrison,CO,57771.0,50309.0,35875.0
Morrison,IL,65563.0,48777.0,52145.0
Morrisonville,IL,39675.0,300000.0,23156.0
Morristown,AZ,67211.0,56588.0,44977.0
Morristown,MN,78913.0,65519.0,53311.5
Morristown,NJ,132833.25,134029.75,81176.25
Morristown,TN,43042.0,33138.0,34356.8
Morrisville,NC,106140.0,98872.0,56761.0
Morrisville,NY,63058.0,56003.0,41154.0
Morrisville,PA,103119.0,78196.0,70580.0
Morrisville,VT,52750.0,38389.0,49327.0
Morro Bay,CA,49203.0,35428.5,44294.5
Morrow,GA,44877.5,35844.0,37420.5
Morrow,OH,90633.0,300000.0,68710.0
Morton,IL,77526.5,66794.0,49250.0
Morton,WA,60981.0,46393.0,45159.0
Morton Grove,IL,102440.0,300000.0,69151.0
Morven,NC,28179.0,20276.0,22638.0
Mosca,CO,46783.0,35802.0,36750.0
Moscow,ID,37566.666666666664,26520.0,36140.333333333336
Moscow,PA,97156.0,82784.0,68893.0
Moseley,VA,133213.0,131598.0,70125.0
Moselle,MS,55870.0,42414.0,45254.0
Moses Lake,WA,60356.75,118683.25,42228.25
Mosheim,TN,44335.0,38053.0,32792.0
Mosier,OR,58511.0,45460.5,49275.5
Mosinee,WI,69088.66666666667,58690.666666666664,48374.666666666664
Moss Point,MS,42403.333333333336,121388.66666666667,31405.666666666668
Mossville,IL,110217.0,93441.0,70749.0
Motley,MN,24999.0,300000.0,4700.0
Mott,ND,58251.0,46383.0,51228.0
Moulton,AL,42079.0,28180.0,39942.0
Moulton,IA,38044.0,26351.0,50738.0
Moulton,TX,80553.0,59511.0,67552.0
Moultrie,GA,41967.666666666664,32658.0,33565.0
Mound,MN,70195.0,48217.0,62140.0
Mound City,KS,53135.0,38332.5,45740.5
Mound City,MO,68613.0,53845.0,66103.0
Moundridge,KS,82235.0,69347.0,54611.0
Mounds,IL,31895.0,19422.0,33290.0
Mounds,OK,71722.5,71376.5,52327.5
Mounds View,MN,49801.0,40801.0,35718.0
Mount Airy,MD,140930.0,300000.0,64752.0
Mount Airy,NC,49971.4,140926.2,43094.0
Mount Carmel,IL,50333.0,42030.5,36458.5
Mount Carmel,PA,47705.0,38778.5,36354.0
Mount Clemens,MI,54435.75,174027.75,41320.5
Mount Dora,FL,60954.5,48295.5,45795.0
Mount Ephraim,NJ,94124.0,300000.0,42578.0
Mount Holly,NC,46929.333333333336,38756.333333333336,38642.0
Mount Holly,NJ,68275.0,67505.0,51131.0
Mount Holly,VT,69668.0,51990.0,49423.0
Mount Hope,OH,68438.0,58077.0,51403.0
Mount Hope,WV,45957.0,42064.0,36541.0
Mount Laurel,NJ,108724.5,98867.5,67258.0
Mount Morris,IL,74374.0,58656.0,53554.0
Mount Morris,MI,48861.0,43993.0,33402.0
Mount Morris,NY,44458.666666666664,35899.666666666664,35184.666666666664
Mount Olive,AL,74951.0,65918.0,49663.0
Mount Olive,NC,43328.0,35149.0,40847.0
Mount Olivet,KY,13882.0,300000.0,5230.0
Mount Pleasant,IA,48686.5,42469.0,36827.5
Mount Pleasant,MI,38320.333333333336,27424.666666666668,37086.0
Mount Pleasant,PA,59728.333333333336,46597.666666666664,44616.666666666664
Mount Pleasant,TX,51782.0,176098.5,33816.5
Mount Plesant,TX,66259.0,61189.0,47278.0
Mount Pulaski,IL,62016.0,54381.0,42160.0
Mount Sinai,NY,154709.0,141212.0,75923.0
Mount Sterling,IL,41238.0,32625.0,35598.0
Mount Ulla,NC,56907.0,40379.0,47347.0
Mount Union,PA,33454.0,26782.0,27391.0
Mount Vernon,AL,48595.0,41530.0,38304.0
Mount Vernon,IL,56322.0,47509.5,44727.5
Mount Vernon,IN,65780.0,61225.0,44067.0
Mount Vernon,KY,32063.0,19731.0,35147.0
Mount Vernon,ME,65892.0,52614.0,52922.0
Mount Vernon,NY,59655.28571428572,47025.142857142855,49157.42857142857
Mount Vernon,OH,47276.0,38172.0,37269.0
Mount Vernon,WA,57906.0,48133.75,42678.0
Mount Washington,KY,69981.0,63161.0,47941.666666666664
Mount Wolf,PA,81428.0,300000.0,45794.0
Mountain Brook,AL,141936.0,202266.5,82258.5
Mountain City,NC,36566.0,32175.0,26540.0
Mountain City,TN,38328.0,38948.0,23820.0
Mountain Grove,MO,42720.333333333336,30284.0,44098.333333333336
Mountain Home,AR,43999.333333333336,120287.66666666667,35987.666666666664
Mountain Home Afb,ID,59826.5,50748.0,42757.0
Mountain Lake,MN,42701.5,34735.0,35056.5
Mountain View,AR,38293.0,23741.0,35333.0
Mountain View,CA,112980.66666666667,134245.0,73711.66666666667
Mountain View,MO,30051.0,19596.0,29897.0
Mountainair,NM,27499.0,300000.0,1826.0
Mountainside,NJ,153091.0,175655.0,89371.0
Mountaintop,PA,65784.0,300000.0,39562.0
Mountville,PA,73548.0,64455.0,49941.0
Moville,IA,77747.0,66841.0,58434.0
Mt Angel,OR,88135.0,300000.0,66627.0
Mt Enterprise,TX,41090.5,31002.0,33757.0
Mt Hope,AL,49474.0,34122.0,46748.0
Mt Juliet,TN,76712.5,245205.0,44059.25
Mt Pleasant,MI,55460.0,51865.0,41955.0
Mt Pleasant,TN,61356.0,52797.0,39253.0
Mt Prospect,IL,102587.0,153232.2857142857,65015.57142857143
Mt Rainier,MD,44499.0,38755.0,30742.0
Mt Sterling,IL,54060.0,41293.0,42433.0
Mt Sterling,KY,45728.0,32787.333333333336,48907.333333333336
Mt Vernon,MO,40476.0,300000.0,30461.0
Mt Washington,KY,57339.0,41952.0,49385.0
Mt. Baldy,CA,76889.0,57383.0,62570.0
Mt. Holly,NC,52412.0,45966.0,36074.0
Mt. Jackson,VA,48087.0,35690.0,38346.0
Mt. Juliet,TN,82891.0,75879.0,53134.0
Mt. Olive,NC,50485.0,39677.0,39963.0
Mt. Pleasant,SC,75381.4,156239.8,48482.6
Mtlk Terrace,WA,55372.5,173728.0,39104.5
Muenster,TX,81928.0,73512.0,53915.0
Mukilteo,WA,102673.2,128683.8,63792.0
Mukwonago,WI,102622.0,94472.0,56981.0
Mulberry,AR,38940.0,27999.0,35391.0
Mulberry,FL,47442.0,38269.0,37671.0
Muldrow,OK,48583.5,39235.5,38095.0
Mullan,ID,59354.0,44652.0,50689.0
Mullins,SC,41929.5,93845.5,35711.5
Mulvane,KS,105877.0,300000.0,53869.0
Muncie,IN,39664.6,55443.0,31184.6
Muncy,PA,62014.0,53506.5,44207.5
Mundelein,IL,104489.5,139307.0,66123.0
Munford,TN,72501.0,62916.0,48272.0
Munfordville,KY,26900.0,18351.0,41978.0
Munhall,PA,55382.0,44840.0,42965.0
Munich,ND,110882.0,158318.5,64972.0
Munnsville,NY,61026.0,47774.0,47786.0
Munroe Falls,OH,67942.0,62607.0,42858.0
Munster,IN,85829.0,300000.0,58688.0
Murdock,MN,74833.0,61319.0,53508.0
Murfreesboro,AR,45561.0,25354.0,47033.0
Murfreesboro,NC,27941.0,12999.0,40481.0
Murfreesboro,TN,72714.45454545454,102936.90909090909,48774.0
Murphy,NC,52143.0,37521.0,41119.0
Murphy,TX,133859.0,208407.5,66557.0
Murphysboro,IL,53421.0,49836.0,25544.0
Murray,IA,43619.5,169562.0,29573.0
Murray,KY,57602.5,42116.0,48048.0
Murray,UT,66835.2,105667.0,49671.6
Murrells Inlet,SC,72423.5,56081.5,57449.5
Murrieta,CA,75272.85714285714,93418.28571428571,51399.0
Murrysville,PA,116163.33333333333,110522.66666666667,69963.0
Murtaugh,ID,53451.0,44759.0,36025.0
Muscatine,IA,58733.5,110905.0,40366.25
Muscle Shoals,AL,65043.0,56846.666666666664,49461.666666666664
Muscoda,WI,22240.0,14190.0,16495.0
Muse,PA,135995.0,133545.0,79332.0
Muskego,WI,86317.0,142701.66666666666,53385.666666666664
Muskegon,MI,52021.357142857145,55709.28571428572,39922.857142857145
Muskogee,OK,43887.666666666664,36879.5,34628.5
Mustang,OK,83849.0,78849.66666666667,50182.666666666664
Myerstown,PA,52592.5,45698.5,32785.5
Myrtle,MS,38347.0,26547.0,30539.0
Myrtle Beach,SC,60626.25,47438.5,46789.5
Myrtle Point,OR,47851.0,30714.0,39171.0
N Bergen,NJ,62796.0,48121.0,46129.5
N Caldwell,NJ,170374.5,199745.0,85208.0
N Green Acres,FL,44551.0,300000.0,30659.0
N Manchester,IN,47180.0,43336.0,25836.0
N Massapequa,NY,112844.0,101280.5,67246.5
N Plainfield,NJ,89280.0,186958.0,58587.0
N Wildwood,NJ,33509.0,23288.0,28937.0
N. Lakewood,WA,82195.0,72796.0,51894.0
N. Las Vegas,NV,58972.0,48732.5,42678.0
Naches,WA,59431.0,52278.0,45216.0
Nachusa,IL,60384.0,53831.0,41045.0
Nacogdoches,TX,44709.25,36162.25,37721.75
Naguabo,PR,26759.0,22046.0,18120.5
Nahant,MA,73644.0,27757.0,79884.0
Nahunta,GA,46888.0,37328.0,38491.0
Nampa,ID,51590.5,103551.75,38093.625
Nancy,KY,51364.0,32341.0,50126.0
Nanjemoy,MD,111120.0,300000.0,70437.0
Nanticoke,PA,44844.0,34275.75,37843.0
Nantucket,MA,93951.25,135315.75,56952.25
Nanty Glo,PA,49782.0,31484.0,47720.0
Nanuet,NY,56338.0,34526.0,57767.0
Naoma,WV,49206.0,34336.0,44126.0
Napa,CA,96176.90909090909,157584.0909090909,66497.54545454546
Naperville,IL,124742.58823529411,173210.17647058822,68433.29411764706
Naples,FL,76117.20833333333,99219.16666666667,57683.291666666664
Napoleon,MI,117686.0,106746.0,72616.0
Napoleon,OH,71100.5,58876.0,49142.5
Nappanee,IN,76984.0,66710.0,56183.0
Naranjito,PR,28036.333333333332,21162.0,23130.0
Narberth,PA,194426.0,224616.0,78198.0
Narrows,VA,61316.0,45071.0,59528.0
Naruna,VA,52816.0,43505.0,41326.0
Nash,TX,78469.0,73956.0,48617.0
Nashua,IA,73642.0,300000.0,60861.0
Nashua,MT,58882.5,47054.0,51174.0
Nashua,NH,70124.44444444444,84529.22222222222,49771.444444444445
Nashville,GA,47001.0,37340.0,41059.5
Nashville,IL,65456.0,52617.0,54498.0
Nashville,NC,63609.0,43159.0,56213.0
Nashville,OH,60909.0,300000.0,41658.0
Nashville,TN,61077.97777777778,86660.6,44835.73333333333
Nassau,NY,86924.0,84555.5,50369.5
Natalbany,LA,50109.0,40961.0,36641.0
Natalia,TX,65173.5,51974.5,51188.0
Natchez,MS,38329.0,27719.0,34463.4
Natchitoches,LA,47274.0,29986.333333333332,50326.0
Nathalie,VA,40034.0,35864.0,26383.0
Natick,MA,124697.5,161122.0,71400.5
National City,CA,53709.0,41104.5,43389.333333333336
National Park,NJ,77349.0,68257.0,53934.0
Natrona Heights,PA,33754.5,22350.0,34787.0
Naugatuck,CT,69637.0,56832.333333333336,53972.333333333336
Nauvoo,AL,36043.5,25526.0,33701.0
Nauvoo,IL,61032.0,44712.0,49591.0
Navajo,NM,61493.0,50922.0,49652.0
Navarre,FL,64919.333333333336,51458.0,43758.333333333336
Navasota,TX,61225.0,57352.0,50754.0
Naylor,MO,48035.0,44565.0,30012.0
Naytahwaush,MN,43917.0,178566.5,26746.0
Nazareth,PA,88528.5,81548.0,57349.5
Neah Bay,WA,50769.0,34361.0,48942.0
Nebo,KY,70454.0,65899.0,44545.0
Nebraska City,NE,42972.0,24058.0,42674.0
Necedah,WI,52950.0,39490.0,46592.0
Neche,ND,52444.0,47256.0,36735.0
Nederland,CO,104254.0,88295.0,65467.0
Nederland,TX,74664.0,59753.0,54924.0
Needham,MA,141800.0,195669.0,75998.0
Needville,TX,76875.0,61829.0,55905.0
Neenah,WI,65554.75,59653.75,42292.25
Negaunee,MI,72425.0,57163.0,48519.0
