City,Mean,Stdev,Median
Clayton,83269.33333333333,52518.833333333336,116393.41666666667
Clayville,129181.0,83102.0,300000.0
Clear Brook,69600.0,51732.0,58058.0
Clear Lake,80497.0,53002.0,131138.5
Clear Spring,78082.25,44095.0,115305.25
Clearbrook,47611.5,33026.0,41226.0
Clearfield,48874.71428571428,32129.0,80212.85714285714
Clearlake,41732.0,39758.0,27038.0
Clearlake Oaks,46508.0,41103.0,28512.0
Clearmont,84840.0,53560.0,73921.0
Clearwater,61774.2,48850.1,47896.05
Cleburne,42717.333333333336,34126.666666666664,32642.0
Clementon,59858.0,46218.0,47764.0
Clemmons,84668.25,59904.75,71534.25
Clemson,48741.0,26516.0,300000.0
Clendenin,53018.0,45613.0,38044.0
Cleona,63124.0,30451.0,59253.0
Clermont,77772.33333333333,50807.0,68765.0
Cleveland,40543.7294117647,34966.69411764706,39454.32941176471
Cleveland Heights,73524.55555555556,53273.555555555555,79750.0
Cleves,69265.0,50695.75,54768.5
Clewiston,46491.0,17681.0,300000.0
Cliff,52108.0,51428.0,31557.0
Cliffside Park,74850.25,60579.75,61237.5
Cliffwood Beach,85248.0,42132.0,300000.0
Clifton,88086.6,55181.3,150643.8
Clifton Heights,99849.0,64252.0,98973.0
Clifton Park,91054.0,61582.0,194099.5
Climax Springs,56669.0,46877.0,44302.0
Clinton,64317.346153846156,45350.153846153844,97712.96153846153
Clinton Township,61823.375,43151.25,53961.875
Clintonville,46093.0,35252.0,300000.0
Clintwood,44908.0,39619.0,33889.0
Clio,58560.5,38708.5,50658.0
Cloquet,56455.0,34303.0,50239.0
Cloutierville,60442.0,44727.0,49273.0
Clover,62743.333333333336,44576.333333333336,53350.333333333336
Cloverdale,70496.0,54463.5,56842.75
Cloverport,47240.0,37897.0,38886.0
Clovis,60204.5,44791.78571428572,83245.85714285714
Clyde,51778.666666666664,42553.22222222222,39962.555555555555
Clymer,56816.5,43803.5,46778.5
Coachella,42170.5,34129.5,31197.0
Coal Center,53517.0,38876.0,51412.0
Coal City,43355.0,32562.0,34560.0
Coal Grove,48476.0,40570.0,37416.0
Coal Township,45083.5,35538.5,34629.5
Coalinga,95126.0,55806.0,89163.0
Coamo,20102.333333333332,20809.666666666668,15649.333333333334
Coatesville,71511.6,52482.6,60155.0
Coats,47377.5,36385.0,37520.0
Cobleskill,61267.0,51096.0,107356.75
Cochran,35413.0,26003.5,30427.5
Cochranton,63352.0,49165.0,54180.0
Cockeysville,86171.5,60478.5,73053.0
Cocoa,55911.833333333336,40264.833333333336,47510.833333333336
Cocoa Beach,77971.33333333333,60164.0,134443.33333333334
Coconut Creek,47168.0,25176.0,41619.0
Cody,72151.0,36256.0,300000.0
Coeburn,37547.0,32735.0,25694.0
Coeur D'alene,58157.666666666664,42116.666666666664,48164.666666666664
Coeymans,99090.0,65665.0,300000.0
Coffeen,57243.0,41239.0,45204.0
Coffeeville,58887.0,42501.5,44558.0
Coffeyville,58825.5,44543.0,44839.5
Cohasset,94831.0,61851.0,92287.0
Cohocton,51476.0,35418.0,40295.0
Cohoes,89569.0,55716.0,83871.33333333333
Cokato,67575.0,53506.0,53588.0
Colbert,30618.0,20984.0,21538.0
Colby,60790.5,52551.5,50292.5
Colchester,84214.0,50762.75,126084.25
Cold Spring,80896.0,56502.5,168583.0
Cold Spring Harbor,156563.0,75600.0,300000.0
Coldspring,42705.0,38982.0,28556.0
Coldwater,72091.14285714286,53133.71428571428,123410.0
Coleman,44689.5,33240.5,32930.5
Coleraine,59025.0,36706.0,55641.0
Coleridge,63849.0,50087.0,52566.0
Colesburg,58324.5,41832.0,50710.0
Colfax,62241.0,48721.0,48972.0
College Park,49836.833333333336,38124.0,42530.5
College Place,57827.0,41597.0,45234.0
College Point,51940.0,39536.666666666664,39992.333333333336
College Springs,55263.0,40579.0,45392.0
College Station,47006.0,38491.166666666664,38683.583333333336
Collegeville,123211.0,72593.0,112111.0
Colleyville,145999.5,82057.0,140092.5
Colliers,56001.0,45039.0,44311.0
Collierville,102503.5,61101.0,136100.75
Collingdale,60061.0,37466.0,48998.0
Collingswood,107898.0,68197.0,93221.0
Collins,59521.333333333336,42294.666666666664,52519.666666666664
Collinsville,60013.0,44797.333333333336,50618.666666666664
Colma,86745.5,63996.5,191365.0
Colmesneil,57034.0,49692.5,41693.5
Cologne,79155.0,45558.0,79748.0
Coloma,57004.75,43228.0,49742.0
Colona,67080.0,38489.0,57529.0
Colonia,116505.5,71218.0,208204.5
Colonial Beach,59696.0,45634.5,46857.0
Colonial Heights,60522.0,49130.666666666664,50689.333333333336
Colorado City,54300.5,39251.5,47205.5
Colorado Springs,72100.88636363637,47401.90909090909,97020.36363636363
Colstrip,94853.0,46765.0,88106.0
Colton,52509.5,39576.25,77531.125
Columbia,65047.40983606558,47393.016393442624,82427.34426229508
Columbia City,74034.33333333333,41516.666666666664,221935.0
Columbia Falls,57510.666666666664,43862.333333333336,47411.666666666664
Columbia Heights,64202.0,55473.5,49050.25
Columbia Station,68409.5,42905.0,61725.5
Columbiana,59741.0,45767.5,102975.75
Columbus,51831.31578947369,38660.087719298244,63755.93859649123
Columbus Grove,69857.0,45890.0,69480.0
Colville,46465.0,34946.333333333336,39817.0
Colwyn,47820.0,35067.0,44936.0
Comanche,45801.0,39211.0,30892.0
Combined Locks,85200.0,51020.0,86057.0
Comer,47063.0,58029.0,22284.0
Comerio,18327.0,19316.0,12304.0
Comfort,102139.0,66280.0,300000.0
Commack,118461.33333333333,75338.0,108618.33333333333
Commerce,40816.5,39253.0,28121.5
Commerce City,56239.0,41509.0,50123.5
Commerce Township,101058.5,62492.0,90117.5
Commodore,49683.0,35374.0,38259.0
Como,43397.0,38641.0,33635.0
Compton,52853.5,40792.5,43186.0
Comstock,71361.0,62306.0,44164.0
Conception Jct,50443.0,43742.0,38936.0
Concord,87197.67857142857,57630.357142857145,129718.0
Concordia,44874.0,46361.0,33192.0
Concrete,51922.5,37323.5,171981.5
Condon,46939.0,28853.0,43147.0
Conehatta,49060.5,53075.5,30777.5
Conestoga,78895.0,51568.0,65387.0
Congers,117335.0,83194.0,93469.0
Congerville,90270.5,52138.0,83002.5
Conifer,123998.0,61447.0,300000.0
Conklin,71306.0,57459.0,300000.0
Conneaut,37160.666666666664,25096.0,119510.66666666667
Conneaut Lake,66301.66666666667,55566.0,132760.66666666666
Connell,56361.5,42514.5,174378.0
Connellsville,49264.333333333336,41361.333333333336,36989.0
Connelly Springs,40881.0,31266.333333333332,35715.0
Connersville,52241.333333333336,30833.666666666668,47845.333333333336
Conover,52001.75,39381.25,43762.0
Conowingo,80025.0,50983.0,76355.0
Conrad,74768.0,53017.0,69099.0
Conroe,76234.375,53135.375,67136.25
Conshohocken,101764.5,70237.0,89299.0
Constableville,59434.0,43862.0,50188.5
Constantia,65428.5,52541.5,53099.0
Continental,49362.5,39037.0,41863.0
Contoocook,126550.0,83864.0,103126.0
Converse,83680.5,45518.5,80760.5
Convoy,66591.0,40355.0,63189.0
Conway,58511.769230769234,41729.692307692305,83769.07692307692
Conway Springs,70867.0,42528.0,62379.0
Conyers,68942.6,48690.6,102507.0
Cook,63857.0,48271.0,49298.0
Cookeville,44098.0,30661.666666666668,38579.666666666664
Cool,93996.0,64056.0,74907.0
Cooleemee,66831.0,53140.0,50242.0
Coolville,24927.0,17075.0,35670.0
Coon Rapids,59597.857142857145,40615.28571428572,151265.0
Coon Valley,55505.0,38118.0,46546.0
Cooper City,121979.0,69360.0,239761.66666666666
Coopersburg,118849.0,77407.0,300000.0
Cooperstown,90147.0,84273.0,300000.0
Coopersville,76173.0,39104.0,73702.0
Coos Bay,51011.5,49445.75,35808.75
Coosada,46319.0,38941.0,40242.0
Copan,54937.0,30456.0,50434.0
Copenhagen,80474.0,56155.0,69072.0
Copiague,83005.0,55990.5,183296.5
Coplay,68031.0,53958.0,61394.0
Copley,61265.0,41736.0,48678.0
Coppell,107932.0,59082.75,190112.75
Copper Center,53706.5,48339.5,35376.5
Copperas Cove,50276.0,37748.6,41196.0
Copperhill,38100.0,42997.0,22040.0
Coquille,58418.0,45833.0,58490.0
Coral Gables,92243.8,56127.8,142831.4
Coral Springs,87020.18181818182,56930.72727272727,127806.90909090909
Coralville,43107.0,33615.666666666664,37277.333333333336
Coram,100813.0,59404.0,96378.0
Coraopolis,73181.66666666667,51488.666666666664,59456.333333333336
Corbin,52011.333333333336,50627.0,33559.333333333336
Corcoran,48378.0,48265.0,31305.0
Cordele,47084.333333333336,43996.0,33077.666666666664
Cordova,61733.0,44161.555555555555,52231.88888888889
Corinth,40293.5,31064.0,31879.5
Cornelia,40499.0,30453.5,33536.5
Cornelius,80401.75,53892.25,137443.25
Cornell,54961.0,43834.0,47932.0
Cornersville,51436.0,37765.5,44931.5
Corning,52961.142857142855,44290.857142857145,77560.71428571429
Cornville,65955.0,49392.0,300000.0
Cornwall,101982.5,59807.0,97091.5
Corona,73237.88,47711.2,81332.16
Coronado,109138.0,75276.0,300000.0
Corozal,21072.5,19737.25,15178.75
Corpus Christi,65552.0,49112.892857142855,85253.25
Corrigan,54485.0,35988.0,54868.0
Corryton,61600.0,38660.0,58233.5
Corsica,13534.0,11144.0,7282.0
Corsicana,48120.6,32691.4,93943.8
Corte Madera,153399.0,79413.0,300000.0
Cortez,69050.0,56629.0,138457.0
Cortland,73793.66666666667,51999.666666666664,129640.66666666667
Corunna,46656.0,37360.0,40730.0
Corvallis,54117.7,44561.1,64616.0
Cosby,36348.666666666664,32753.666666666668,26745.0
Coshocton,43199.0,33677.333333333336,32028.666666666668
Cosmopolis,48080.0,34600.0,41873.0
Cosmos,57493.0,39454.0,48873.0
Costa Mesa,109889.73333333334,68751.26666666666,172005.0
Cotati,46420.0,38909.0,30718.0
Coto De Caza,156168.0,78249.0,300000.0
Cotopaxi,37500.0,1826.0,300000.0
Cottage Grove,84005.2,52652.8,115301.8
Cotter,37578.0,30692.0,31023.0
Cottondale,53461.5,32123.5,45721.0
Cottonport,50913.0,52047.0,30173.0
Cottontown,62353.0,48522.0,49526.0
Cottonwood,58196.666666666664,45381.833333333336,89397.16666666667
Cotulla,41040.0,30124.0,32848.0
Coulee City,66455.0,58176.0,51282.0
Coulterville,63827.0,47421.0,47871.0
Council,55062.0,35383.0,46233.0
Council Bluffs,54430.1,37790.8,46635.6
Country Club Hills,63861.5,42386.0,174878.5
Countryside,92874.5,68670.0,178347.5
Coupeville,66595.0,59290.0,45457.5
Coushatta,61331.0,47381.0,52004.666666666664
Cove,49028.0,44787.5,32449.0
Coventry,107427.0,60157.75,189080.0
Covina,83829.57142857143,55505.142857142855,136411.14285714287
Covington,57973.28571428572,44858.380952380954,78318.90476190476
Coweta,39778.0,25107.0,35081.0
Cowiche,93859.0,61553.0,300000.0
Coxsackie,69322.5,52757.0,57083.5
Cozad,45881.0,30868.0,36116.0
Crab Orchard,39971.0,30372.0,36537.0
Craig,50301.5,45679.5,33423.5
Craigsville,42776.0,18372.0,43704.0
Cramerton,69510.0,45721.0,300000.0
Cranberry Twp,104562.0,57211.0,96098.5
Crandall,81393.66666666667,53372.333333333336,68537.33333333333
Crandon,47678.0,38691.0,37384.0
Crane,65136.5,40656.5,58644.0
Cranford,111265.0,63900.666666666664,174653.66666666666
Cranston,64947.11111111111,44987.22222222222,107184.11111111111
Craryville,86635.0,62753.0,73983.0
Crawford,61266.75,43863.75,52390.75
Crawfordsville,53723.5,39286.75,43736.75
Crawfordville,38309.0,23434.0,300000.0
Creede,44307.0,39395.0,31143.0
Creedmoor,66500.0,39279.0,67810.0
Creighton,45896.0,29297.0,43453.0
Crenshaw,26644.0,19249.5,20259.0
Cresaptown,58077.0,52994.0,46089.0
Crescent,71161.5,48935.5,59492.5
Crescent City,50490.0,40177.0,42955.75
Cresco,69830.0,33995.0,300000.0
Cresskill,119483.0,71875.0,300000.0
Cresson,53453.0,44044.5,45720.0
Crest Hill,38272.0,37559.0,29800.0
Crested Butte,64533.0,52454.0,48387.0
Crestline,46628.333333333336,38384.666666666664,36855.0
Creston,53874.666666666664,40209.333333333336,43339.333333333336
Crestview,78789.5,51224.0,179915.0
Crestwood,109095.75,57457.0,156536.25
Crete,47314.0,35823.333333333336,36460.0
Creve Coeur,49406.5,40292.0,40352.0
Cridersville,58662.0,44732.0,47482.0
Cripple Creek,49194.0,30526.0,45675.0
Crockett,51029.333333333336,37825.666666666664,42828.333333333336
Crofton,94206.0,48266.0,84505.0
Crompond,98626.0,74357.0,85945.0
Crookston,70696.5,50290.0,59031.5
Crosby,63327.166666666664,47695.333333333336,92185.66666666667
Cross City,39070.666666666664,31453.0,31780.333333333332
Cross Plains,80231.0,48155.0,67939.0
Crossett,49533.0,35484.0,41869.0
Crosslake,75307.0,57413.0,61543.0
Crossville,55800.5,42985.833333333336,89556.0
Croswell,48070.0,37344.0,36247.0
Crowder,52840.0,45067.0,38862.0
Crowheart,57386.0,49400.0,44280.0
Crowley,61552.666666666664,37315.666666666664,122425.16666666667
Crown Point,88440.25,63914.0,74862.0
Crownsville,149349.0,77220.0,300000.0
Croydon,79920.0,54924.5,186617.0
Crystal,65498.5,37605.5,175964.5
Crystal City,55181.5,39644.0,42718.5
Crystal Lake,70140.0,45628.5,63899.5
Crystal Springs,45346.0,46772.0,24943.0
Ctr. Barnstead,79446.0,44726.0,300000.0
Ctr. Ossipee,57139.0,48290.0,44873.0
Ctr. Tuftonboro,75274.0,50646.0,66794.0
Cuba,44431.333333333336,30489.166666666668,79661.33333333333
Cuba City,58921.0,47198.0,47550.0
Cubero,38751.0,33714.0,33055.0
Cudahy,47263.2,33184.6,39662.0
Cuddebackville,47972.0,43770.0,33578.0
Cuero,63475.0,62736.0,36585.0
Culdesac,56184.0,41442.0,48575.0
Culleoka,66302.0,46194.0,55409.0
Cullman,52953.5,42892.166666666664,84490.83333333333
Cullowhee,49103.0,36747.0,39802.0
Culpeper,81000.0,58897.5,171888.5
Culver,74199.5,49970.5,174463.5
Culver City,115271.5,71049.0,149461.0
Cumberland,42405.583333333336,34557.166666666664,51373.833333333336
Cumby,59736.0,48085.0,47001.0
Cumming,109073.23076923077,60742.07692307692,188154.23076923078
Cupertino,151270.83333333334,77560.16666666667,198412.83333333334
Curlew,86360.0,25844.0,300000.0
Curtis,52216.0,40706.0,46423.0
Cushing,44507.5,36804.0,36272.5
Custer,60054.0,40917.666666666664,127948.0
Custer Park,73258.0,42445.0,68829.0
Cut Off,64855.0,51733.0,53934.0
Cutler Bay,51934.666666666664,32409.333333333332,121129.0
Cuyahoga Falls,57269.833333333336,38467.666666666664,94225.33333333333
Cuyahoga Heights,56979.0,41540.0,42996.0
Cyclone,48052.5,41469.5,35010.5
Cynthiana,38893.5,39359.0,26266.0
Cypress,128993.71428571429,69876.0,191604.42857142858
Dacula,99681.5,64837.75,88431.25
Dade City,50192.57142857143,42485.28571428572,35634.857142857145
Dadeville,57639.0,44526.0,49520.0
Dahlonega,45113.666666666664,38404.333333333336,35507.0
Dailey,18963.0,11772.0,13519.0
Daingerfield,51891.0,47417.0,30558.0
Daisetta,52532.0,25227.0,47309.0
Dakota,52055.0,35809.0,44058.0
Dale,55390.0,43114.0,50462.0
Daleville,69442.5,50310.0,66989.5
Dalhart,58546.5,38302.0,54699.0
Dallardsville,52849.0,61024.0,36793.0
Dallas,70788.64122137404,48194.29770992367,89019.17557251909
Dallas City,42585.0,35033.0,30729.0
Dallastown,50723.0,31534.0,300000.0
Dalmatia,57366.0,37680.0,51922.0
Dalton,56411.1,44866.9,65212.8
Daly City,101587.57142857143,62772.57142857143,152009.2857142857
Damascus,101593.25,62799.25,92657.25
Dana Point,99085.0,65966.0,86530.0
Danbury,86752.77777777778,54480.22222222222,123943.33333333333
Dandridge,51891.5,50508.5,36272.0
Dania Beach,62894.0,50126.666666666664,53684.0
Daniels,66622.0,39296.0,300000.0
Dansville,24786.0,15177.0,150000.0
Danvers,74286.33333333333,50033.666666666664,144737.0
Danville,62367.206896551725,44225.24137931035,87662.03448275862
Daphne,107603.0,63498.0,97539.0
Darby,40831.0,33549.0,33344.0
Dardanelle,54745.0,36534.0,45401.0
Dardenne Prairie,140172.0,73162.0,300000.0
Darien,77568.2,45113.6,139435.4
Darlington,38476.5,33201.75,95072.5
Dartmouth,89754.0,56937.0,83611.0
Dateland,0.0,0.0,0.0
Datil,21968.0,24984.0,11388.0
Dauphin Island,77948.0,54270.0,67225.0
Davenport,62999.4,45198.8,66734.4
David City,66601.0,45792.0,58291.0
Davidson,140057.0,86010.0,142838.0
Davidsville,46833.0,32739.5,39770.0
Davie,101066.0,64345.333333333336,91404.66666666667
Davis,68051.16666666667,57280.666666666664,53184.333333333336
Davison,79261.25,47109.25,178294.75
Dawson,45518.5,41070.166666666664,32454.5
Dawson Springs,47220.0,30141.0,46227.0
Dawsonville,66040.5,57300.5,51062.0
Dayton,52610.979166666664,40837.458333333336,59570.541666666664
Daytona Beach,36619.5,32378.875,62134.625
De Forest,78900.0,53691.5,72466.5
De Kalb,90039.0,51913.0,90868.0
De Kalb Junction,85971.0,60953.0,73180.0
De Leon,64102.0,47602.0,47970.0
De Leon Springs,101198.0,68395.0,83629.0
De Pere,69504.33333333333,49756.333333333336,59096.666666666664
De Witt,92570.0,53150.0,300000.0
Deal,68925.0,68057.0,56694.0
Deal Island,0.0,0.0,0.0
Dearborn,40497.38461538462,30557.76923076923,32456.46153846154
Dearborn Heights,52912.857142857145,43174.71428571428,43385.0
Deatsville,59161.5,38022.5,53966.5
Debary,61198.0,38840.5,178277.0
Decatur,57350.30303030303,42468.333333333336,60574.57575757576
Deckerville,54041.0,38335.5,46815.0
Decorah,77761.5,55553.0,64308.0
Dedham,95495.0,70649.5,69897.0
Deep Run,53580.0,42983.0,42414.0
Deer Creek,54361.0,27126.0,52223.0
Deer Lodge,48336.0,25115.0,42402.0
Deer Park,106410.5,64558.25,153591.25
Deerfield,107371.75,62230.25,174423.25
Deerfield Beach,54316.0,44768.0,45317.25
Defiance,50000.0,40205.25,41972.75
Defuniak Springs,40575.666666666664,39199.0,27020.0
Dekalb,50891.142857142855,44451.0,41335.57142857143
Del City,49405.0,36449.333333333336,40740.666666666664
Del Mar,131231.0,74695.0,128207.0
Del Norte,55458.0,37757.0,52111.0
Del Rio,61804.333333333336,47195.333333333336,44168.333333333336
Del Valle,0.0,0.0,0.0
Deland,48721.57142857143,39257.71428571428,77690.28571428571
Delano,45630.5,31610.75,36932.75
Delanson,82484.0,52978.0,300000.0
Delavan,53976.333333333336,34222.666666666664,45932.0
Delaware,65694.66666666667,48112.5,92637.66666666667
Delco,52827.0,24739.0,47153.0
Delhi,68902.0,28172.333333333332,127191.66666666667
Dell City,25913.0,30007.0,13499.0
Dellroy,66129.0,57715.0,300000.0
Delmar,76163.25,56019.75,61559.5
Delmont,0.0,0.0,0.0
Delphi,64295.0,39248.0,56846.0
Delphos,69416.0,53678.0,57279.0
Delran,77256.0,69890.0,72611.0
Delray Beach,64295.333333333336,55704.5,69164.33333333333
Delta,64064.5,42998.666666666664,57158.666666666664
Delta Junction,242857.0,25317.0,300000.0
Delton,82092.0,44040.0,300000.0
Deltona,49445.666666666664,35307.666666666664,42101.666666666664
Deming,37956.333333333336,26146.0,207611.33333333334
Demorest,51554.0,41446.5,40194.0
Denair,105985.0,61706.0,104491.0
Denham Springs,68320.33333333333,48923.666666666664,57213.333333333336
Denison,47079.25,39368.75,104562.25
Denmark,55974.0,50254.0,35741.0
Dennison,33249.0,35313.0,17324.0
Denton,62484.3125,46864.25,63658.125
Denver,70252.52631578948,51434.84210526316,88576.02631578948
Denver City,61124.0,40599.0,50497.0
Denville,93631.0,79424.0,69015.0
Depew,55138.0,30448.0,300000.0
Dequeen,35834.0,19394.0,30952.0
Dequincy,58040.0,37333.0,65963.0
Derby,67738.0,44885.5,177119.5
Deridder,54974.333333333336,45735.333333333336,44079.333333333336
Dermott,55695.0,57788.0,33003.0
Derry,71170.5,45180.0,113853.0
Des Allemands,80007.0,66086.0,51357.0
Des Lacs,61329.5,39003.5,61227.0
Des Moines,59721.51724137931,40784.41379310345,71206.6551724138
Des Plaines,68782.85714285714,48229.42857142857,89178.0
Desert Hot Springs,45601.5,32715.5,39397.0
Deshler,53893.5,48009.0,38389.0
Desoto,81986.875,50761.75,117107.75
Destin,100225.66666666667,56492.666666666664,141970.0
Destrehan,53593.5,42144.0,43908.0
Detroit,35734.86363636364,33507.972727272725,26177.263636363637
Detroit Lakes,56436.333333333336,44496.0,44211.0
Devils Lake,49483.0,39273.0,44426.0
Devine,72098.0,57692.0,63144.0
Dewar,43127.0,32667.0,37510.5
Dewey,62711.0,59831.0,44486.0
Deweyville,49551.0,38358.0,34613.0
Dewitt,79616.5,59785.75,117043.5
Dexter,64794.4,46407.2,75094.9
Diamond,48246.0,43747.0,41063.0
Diamond Bar,96565.0,64850.25,85127.5
Diamondville,78640.0,52272.0,70752.0
Diana,44136.0,47028.0,35150.0
Diboll,48337.0,39140.5,40698.5
Dickinson,83756.8,56861.6,115219.0
Dickson,76643.33333333333,59933.666666666664,144695.0
Dighton,90956.0,53808.0,78649.0
Dilley,73436.0,61323.0,300000.0
Dillingham,86325.5,63041.0,67761.5
Dillon,27251.333333333332,25339.333333333332,19757.333333333332
Dillsburg,68374.0,48434.0,63508.0
Dimmitt,48714.0,40833.0,35714.0
Dimondale,72846.0,32829.0,300000.0
Dingmans Ferry,72562.75,50182.0,64766.25
Dinuba,56137.0,46291.5,41066.0
Dinwiddie,55213.0,35033.0,52586.0
Disputanta,65555.0,35733.0,51298.0
District Heights,52061.0,33021.5,47370.5
Dix Hills,126795.0,78268.0,185958.66666666666
Dixon,64191.8,44272.6,150021.8
Dixons Mills,46803.5,45577.5,31896.0
Dobson,32108.0,30799.0,22956.0
Dodd City,58196.0,41083.0,51489.0
Dodge City,51912.333333333336,40985.666666666664,128722.33333333333
Dodgeville,64401.0,50532.0,49328.0
Dola,66611.0,41685.0,300000.0
Dolan Springs,20040.333333333332,16456.333333333332,14540.333333333334
Dolores,50063.0,47923.0,34138.0
Dolton,51768.666666666664,46589.0,41727.333333333336
Donahue,84138.0,45080.0,79060.0
Donaldson,43972.5,37503.5,34085.5
Donaldsonville,34825.0,32564.0,27487.0
Donalsonville,29523.0,27153.0,23559.0
Doniphan,37120.0,32073.0,23975.0
Donna,38021.25,32816.5,24631.0
Donnellson,59127.0,39898.0,51689.0
Dora,50928.0,52143.0,33486.0
Dorado,21489.666666666668,19436.333333333332,14173.333333333334
Doral,41084.666666666664,36048.333333333336,70826.16666666667
Doraville,61219.0,46046.0,167418.5
Dorchester,61263.117647058825,50936.94117647059,72146.94117647059
Dorena,63611.0,48528.0,47525.0
Dorr,81771.0,47199.0,80439.0
Dorset,81414.0,48558.0,80572.0
Dorton,38913.5,38979.5,26120.0
Dos Palos,55580.5,46535.0,39022.0
Dothan,55614.833333333336,46840.333333333336,41856.666666666664
Double Springs,39763.0,22304.0,36936.0
Douglas,43792.42857142857,33990.857142857145,36005.142857142855
Douglass,60546.0,45309.0,52358.0
Douglassville,89802.0,63924.0,71723.0
Douglasville,63184.125,41074.375,144916.75
Dousman,79132.0,53303.0,63826.0
Dover,68645.17647058824,47906.470588235294,100539.23529411765
Dover Plains,46380.0,39262.0,39792.0
Dover-foxcroft,61406.0,57469.0,41300.0
Dow City,45800.0,31373.0,41171.0
Dowagiac,46743.0,33447.0,39660.0
Downers Grove,106694.0,67603.5,131016.83333333333
Downey,83078.1875,50329.375,124512.5
Downieville,21163.0,13700.0,30485.0
Downingtown,99807.4,60400.2,170386.8
Doyle,36275.0,24114.0,32247.0
Doylestown,104854.25,68394.0,160896.75
Doyline,30970.0,20274.0,29771.0
Dracut,91643.33333333333,57090.666666666664,153099.66666666666
Drain,40567.0,26311.0,35425.0
Drake,45325.0,45406.0,31641.0
Draper,131085.0,67271.0,300000.0
Dresden,60665.0,49055.5,49718.5
Dresher,99792.5,67188.5,84266.5
Drew,33717.5,34669.5,19890.5
Drexel Hill,67503.5,47867.5,52062.25
Dripping Springs,94838.0,71706.0,79436.5
Drummond,46786.0,36169.666666666664,129230.66666666667
Drummonds,62457.0,43006.0,50976.0
Drumright,50263.0,44113.0,36529.0
Drums,78768.0,43293.0,300000.0
Dry  Prong,78771.0,50358.5,66444.5
Dry Fork,66646.0,45929.0,60747.0
Dry Ridge,56962.0,45824.0,45562.0
Dryden,62344.333333333336,45071.666666666664,50165.0
Du Quoin,54016.0,46820.0,46371.0
Duarte,77921.25,46243.25,71209.0
Dubach,36368.0,36751.0,22811.0
Dubberly,38850.0,33453.0,32561.0
Dublin,85816.1875,51924.0625,112021.5
Dubois,45414.0,31511.25,37634.25
Dubuque,50002.375,40232.5,37723.0
Duckwater,77643.0,54445.0,72359.0
Ducor,31274.0,20176.0,27222.0
Dudley,54710.75,44071.625,43876.0
Due West,55671.0,48056.0,40419.0
Duff,24302.0,16630.0,21560.0
Dulac,49972.0,31198.0,38950.0
Duluth,60543.88888888889,47230.38888888889,49741.38888888889
Dumas,40448.5,31980.75,31305.0
Dumfries,115510.33333333333,64704.0,170530.33333333334
Dumont,96876.33333333333,63013.666666666664,88184.0
Dunbar,48043.333333333336,37506.666666666664,127350.66666666667
Duncan,51927.25,40388.0,42222.5
Duncannon,67423.5,44766.5,58375.5
Duncansville,43819.0,36929.0,30371.0
Duncanville,57147.666666666664,32840.0,54580.0
Dundee,57051.6,40970.0,102565.0
Dunedin,58338.28571428572,45777.857142857145,45669.857142857145
Dunellen,108679.0,59344.0,300000.0
Dunkirk,44787.0,30796.0,38455.5
Dunlap,43877.0,40359.0,28424.0
Dunmore,65504.0,53355.0,48525.0
Dunn,47505.0,48831.5,29041.5
Dunnellon,52976.0,43881.0,44087.0
Dunseith,54367.0,43037.0,43139.0
Dunsmuir,45774.0,30334.0,42739.0
Dunstable,130749.0,72050.0,300000.0
Dunwoody,114678.0,79327.0,300000.0
Dupont,70813.0,49747.0,56426.0
Dupree,57365.0,43190.0,45668.0
Duquesne,36312.5,33685.0,23724.0
Durand,56898.5,41244.5,41435.0
Durango,77593.0,52241.0,178609.0
Durant,48307.0,42566.5,34781.333333333336
Durham,57849.63636363636,43399.09090909091,67935.59090909091
Dutch John,65458.0,40486.0,300000.0
Duxbury,132395.0,86225.5,119460.5
Dyer,63887.0,44495.0,58220.5
Dyer Brook,46836.0,35120.0,38573.0
Dyersburg,44446.0,38537.0,28110.0
Dyersville,60906.0,40297.5,57137.0
E Brunswick,111970.75,70116.75,103098.0
E Newark,62746.0,48427.0,48694.0
E. Swanzey,91507.0,50843.0,86837.0
Eagan,96300.85714285714,56453.42857142857,111530.0
Eagar,49485.5,46407.0,35775.5
Eagle,85520.5,55906.5,74315.5
Eagle Creek,72018.0,60430.0,300000.0
Eagle Grove,57280.333333333336,43565.333333333336,131020.0
Eagle Mountain,49964.0,25333.666666666668,125301.66666666667
Eagle Nest,14114.0,11267.0,7665.0
Eagle Pass,40067.6,32960.2,30545.2
Eagle River,79455.5,54468.25,72489.0
Eagleville,100679.0,69041.0,83047.0
Earle,47727.666666666664,42961.666666666664,36484.666666666664
Earlimart,37464.0,31256.0,27873.0
Earlington,43414.0,37180.0,36920.0
Earlville,64538.75,50170.25,52444.5
Early,74077.0,54250.0,56845.0
Earth,54963.0,45674.5,42675.5
Easley,46193.75,36713.5,36497.75
East,77402.0,40184.0,75767.0
East Alton,59786.0,64787.0,300000.0
East Amherst,95585.0,59326.0,80834.0
East Aurora,80647.5,60883.5,66735.0
East Bend,49589.333333333336,37659.333333333336,127604.0
East Bernard,46745.0,33752.0,35837.0
East Bernstadt,51997.0,51177.0,37586.0
East Boston,59071.8,44196.6,46135.8
East Brewton,38284.0,30606.5,32232.5
East Bridgewater,118081.33333333333,70823.33333333333,300000.0
